data,depoente_convidado,tipo_entidade,entidade,frequencia
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério da Saúde,74
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,SUS,21
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Organização Mundial da Saúde,18
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Câmara,12
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Fiocruz,10
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Casa,9
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Anvisa,9
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Senado,6
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conep,5
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Organização Mundial de Saúde,4
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Governo Federal,4
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Butantan,4
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,União,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CGU,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Tribunal de Contas da União,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Presidência,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Opas,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,USP,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Pfizer,3
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Senado da República,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Legislativo,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,TCU,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Takaoka,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CTIs,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Dasa,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Estado A,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Estado B,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Congresso,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conselho Federal de Medicina,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Presidência da República,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,OMS,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,AGU,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conitec,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Parlamento,2
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Comissão Parlamentar de Inquérito,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Casa Legislativa,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,ONU,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Samu,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Previne Brasil,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Comissão Intergestores Tripartite,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conass,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conasems,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Brics,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Supremo Tribunal Federal,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Corte,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Procuradoria-Geral da República,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,República,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Judiciário,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Executivo,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Vale do Rio Doce,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Mais Médicos,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,PGR,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Secretaria de Ciência e Tecnologia,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Magnamed,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Fiat,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Comissão,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,COE,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conselho Nacional de Secretários Estaduais,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conselho Nacional de Secretários Municipais,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Secretaria Executiva do Ministério da Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministro da Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministro,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Secretaria de Atenção Especializada,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,SAE,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Secretaria de Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Organização Pan-Americana da Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Mundial da Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CTI,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Butantã,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Einstein,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Sírio,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Unicamp,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Universidade Federal de Pernambuco,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Casa Civil,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conselho de Ministros,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Palácio,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Comissão de Ética da Presidência da República,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério de Relações Exteriores,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Poder,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Hospital de Forças Armadas,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CDC,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Adolfo,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Harvard,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Universidade Federal de Pelotas,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Igreja Católica,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Economia,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Receita Federal,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,"Secretaria de Ciência, Tecnologia e Incorporação de Insumos",1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,MEC,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Fleury,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Funasa,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Sucam,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Goodman,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Índia,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Palmeiras,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Corinthians,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Casas,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CCJ,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Comissão de Constituição e Justiça da Câmara,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,BPC,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Conselho,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Plenário,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Tesouro,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério Público,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,AstraZeneca/,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Oxford,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,IFA,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministérios,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Departamento de Comunicação do Ministério da Saúde,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Secom,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Lacen,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Pardini,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,UPA,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Prefeituras,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Governos,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Israel,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,CPI,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério de Cidadania,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério da Economia,1
20210504,LUIZ HENRIQUE MANDETTA,ORGANIZACAO,Ministério da Ciência e Tecnologia,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro da Saúde,10
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Humberto,5
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Secretário Wanderson,5
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro da Economia,5
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro da,4
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Governador Caiado,4
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Renan,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Deus,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Otto,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Líder do Governo,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Girão,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Heinze,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Leila,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Kajuru,3
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Eliziane Gama,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Ciro,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Wanderson Kleber de Oliveira,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Deputado Federal,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Izalci,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Governador do Ceará,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Governador de São Paulo,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Braga Netto,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Wagner Rosário,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Tarcísio,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Barra Torres,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Jorge Ramos,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente Trump,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Nelsinho Trad,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Randolfe,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Teresa,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Wanderson,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Moro,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Fábio Faria,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Braga,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Fleury,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Jorginho,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente do Banco Central,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Rancho Fundo,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Rancho Queimado,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Zenaide,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Occhi,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Secretário Wajngarten,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Pontes,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Annita,2
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Omar Aziz,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Renan Calheiros,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Rodrigo Pacheco,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Leila Barros,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Simone Tebet,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Soraya Thronicke,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Eric Hobsbawm,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Embaixador,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro de Estado,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Embaixador do Japão,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente do,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente da Câmara,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministros,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente José Múcio,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente dos Estados Unidos,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Teich,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Wanderson Kleber,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente Rodrigo Maia,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente Davi Alcolumbre,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Omar,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Governadora Fátima,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Evandro Chagas,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente da República,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Secretário Gabbardo,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Julio Croda,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Onyx,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,ex-Ministro Osmar,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro da Defesa Fernando,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Vereador,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente da Anvisa,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro da Saúde do,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Teich,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro de Relações Exteriores,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Eduardo,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Embaixador da China,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Jorginho Mello,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Mara Gabrilli,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Gabbardo,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Erno Harzheim,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Prefeito de Milão,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Jorge Ramos,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Heleno,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Nise Yamaguchi,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Osmar,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Tasso,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente do Estados Unidos,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Trump,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Superintendente da Polícia,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Hipócrates,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Galileu Galilei,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Ciro Nogueira,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Secretário do Rio,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Soranz,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,São Jorge,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Roberto Speranza,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Prof. Rizzo,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Juscelino Kubitschek,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Marcos Rogério,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Boris Johnson,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Adolfo Lutz,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Einstein,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Aristóteles,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Cabral,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Caiado,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Wellington,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente Aziz,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Farmanguinhos,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Humboldt,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Locke,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Bolsonaro,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Lula,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente do Senado,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Davi Alcolumbre,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Trad,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Nelsinho Trad,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Angelo Coronel,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Juliana,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Pazuello,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Paulo Guedes,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Trad,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Ramos,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Deputada Federal,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Guedes,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Roberto Campos Neto,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Soraya,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Leila,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Eliziane,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Eliziane,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senadora Leila Barros,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Fernando,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Governador Renan Filho,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Fernando Coelho,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ricardo Barros,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Dilma,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Cunha,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Temer,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Mount,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Presidente de Banco Central,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Serra,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Zé Gotinha,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ronaldinho,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Nação,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,caro,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Jean Paul Prates,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Senador Rodrigo Cunha,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Ministro Marcos Pontes,1
20210504,LUIZ HENRIQUE MANDETTA,PESSOA,Secretário Fábio Wajngarten,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,China,19
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Manaus,16
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Estados Unidos,10
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Itália,9
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Rio de Janeiro,8
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Alemanha,5
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Alagoas,5
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Wuhan,4
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Europa,4
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Brasília,4
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Fortaleza,4
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Rio Grande do Sul,4
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Mato Grosso do Sul,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Inglaterra,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Pará,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,São Paulo,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,França,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Amazonas,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Irã,3
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Assunção,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Paraguai,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Nova Zelândia,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Palácio do Planalto,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Suíça,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Milão,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Nova York,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Califórnia,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Planeta,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Zona Franca de Manaus,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Santa Catarina,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Chapecó,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Japão,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Mato Grosso,2
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,América do Sul,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Central,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Mercosul,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Argentina,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Uruguai,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Bergamo,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Sexta,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Auditório Emílio Ribas,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Quarta,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Cuiabá,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Federação,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Belém do Pará,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Coreia,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Amazônia,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Pantanal,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Jequitinhonha,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Avenida Paulista,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Leblon,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Barra da Tijuca,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Ipanema,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Rio Grande do Norte,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Palácio do Alvorada,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Gabardo,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Goiás,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Entorno de Brasília,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Estado de Goiás,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Twitter,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Flórida,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Genebra,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Águas Lindas,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Belo Horizonte,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Pequim,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Lombardia,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Florida,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Aparecida,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Terra,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Atlântica,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Portugal,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Bolívia,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Ceará,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Amapá,1
20210504,LUIZ HENRIQUE MANDETTA,LOCAL,Nordeste,1
